response_id,duration_in_seconds,finished,recorded_date,location_latitude,location_longitude,distribution_channel,user_language,consent_age,consent,age,gender,rv_screen,race,education,income,party_id,pid_lean,x2020_vote,need_for_cognition_1,need_for_cognition_2,need_for_cognition_3,x2024_horserace,x2024_horserace_7_text,x2024_horserace_push,x2024_horserace_push_6_text,favorabilities_1,favorabilities_2,favorabilities_3,favorabilities_4,ideology_1,ideology_2,ideology_3,ideology_4,ideology_5,ideology_6,ideology_7,social_support_1,social_support_2,social_support_3,social_support_4,social_support_5,social_support_6,social_support_7,econ_support_1,econ_support_2,econ_support_3,econ_support_4,econ_support_5,econ_support_6,econ_support_7,econ_support_8,econ_support_9,econ_support_10,foreign_support_1,foreign_support_2,foreign_support_3,foreign_support_4,foreign_support_5,foreign_support_6,foreign_support_7,foreign_support_8,social_party_support_1,social_party_support_2,social_party_support_3,social_party_support_4,social_party_support_5,social_party_support_6,social_party_support_7,econ_party_support_1,econ_party_support_2,econ_party_support_3,econ_party_support_4,econ_party_support_5,econ_party_support_6,econ_party_support_7,econ_party_support_8,econ_party_support_9,econ_party_support_10,foreign_party_suppor_1,foreign_party_suppor_2,foreign_party_suppor_3,foreign_party_suppor_4,foreign_party_suppor_5,foreign_party_suppor_6,foreign_party_suppor_7,foreign_party_suppor_8,senate_control,house_control,scotus_control,scotus_appointments,gerrymandering_def,ec_mechanics,amendment_mechanics,filibuster,scotus_bias,money_vs_ideology,npv,threat_max_diff_1,threat_max_diff_2,reform_max_diff_1,reform_max_diff_2,prolific_pid,study_id,session_id,reform_statement1,reform_statement2,reform_statement3,reform_statement4,threat_statement1,threat_statement2,threat_statement3,threat_statement4,q_straightlining_count,q_straightlining_percentage,q_straightlining_questions
2344,903,1,2024-10-07,40,-75,anonymous,EN,1,2,2,2,1,1,5,7,3,1,1,4,4,4,1,NA,NA,NA,3,4,3,2,4,2,1,1,5,4,5,NA,4,NA,NA,NA,1,4,NA,NA,NA,2,NA,2,NA,1,NA,NA,1,NA,NA,1,1,NA,NA,NA,NA,2,NA,NA,NA,1,2,NA,NA,NA,3,NA,1,NA,1,NA,NA,3,NA,NA,4,3,NA,NA,NA,1,4,1,2,1,2,4,4,1,2,1,1,2,2,1,66ab2a9028e3d0d723d749bd,66da270a6acf8cbd58dc85fe,670455795d94353b8dc176f3,"We need to implement participatory budgeting, a system where community members are empowered through civic engagement to suggest and vote on ideas for spending a portion of a state or locality’s budget.","We need to place term limits on Supreme Court justices, where each justice would serve for 18 years, staggered so that each president appoints two justices per four-year term. This way, every president has the same influence on the Court’s ideological balance.","We need to let the House of Representatives grow with the population. In 1929, the House was capped at 435 members. That means that every 10 years, some states lose representation in Congress, even if their population is growing.","We need to make Election Day a national holiday. Right now, Election Day is the first Tuesday of November. But not everyone can take the time away from work or taking care of kids, and their voices deserve to be heard too.",Voter ignorance of how our government works,Racism,Election fraud,Conservative judges,2,0.2222222222222222,"QID15,QID52"
2345,1241,1,2024-10-07,39,-87,anonymous,EN,1,2,3,1,1,1,2,1,1,NA,3,2,4,4,5,NA,NA,NA,4,4,2,2,3,1,1,1,4,4,5,NA,4,NA,NA,1,NA,5,NA,NA,NA,NA,NA,1,NA,1,NA,5,NA,NA,NA,5,NA,5,1,NA,NA,2,NA,NA,1,NA,2,NA,NA,NA,NA,NA,1,NA,1,NA,1,NA,NA,NA,5,NA,1,1,NA,2,4,4,4,4,4,4,4,2,2,3,2,2,2,1,5884593bd920ed0001fdccb4,6704414f026babc0c70b4c16,67045443f2c1a09d78d13d96,"We need an age limit on candidates for president. Both the current and previous presidents are showing clear signs of cognitive decline. No person over 75 should be eligible for office, and all candidates should be required to take cognitive tests.","We need to place term limits on Supreme Court justices, where each justice would serve for 18 years, staggered so that each president appoints two justices per four-year term. This way, every president has the same influence on the Court’s ideological balance.","We need to end the Senate filibuster. The filibuster lets just 41 senators block bills, even if they’re supported by bipartisan majorities. It’s just another tool to promote gridlock, and it is time for it to go.","We should only use paper ballots for our elections. Right now, some states use electronic voting machines, where election results can be manipulated. Paper ballots are safe from hacking and can be hand-counted, reducing fraud.",Gerrymandering,The Electoral College,Election fraud,Voter ignorance of how our government works,1,0.1111111111111111,QID55
2346,454,1,2024-10-07,29,-82,anonymous,EN,1,2,3,2,1,1,3,2,3,2,4,3,3,4,2,NA,NA,NA,3,3,3,3,3,7,7,7,7,7,7,1,NA,1,NA,NA,NA,5,NA,NA,1,NA,2,2,NA,NA,NA,NA,1,NA,NA,NA,1,3,NA,NA,5,NA,5,NA,NA,NA,5,NA,NA,5,NA,5,5,NA,NA,NA,NA,5,NA,NA,NA,5,5,NA,NA,4,4,4,4,4,4,4,4,3,4,3,1,1,1,1,66885719b374a3ce38539519,6704414f026babc0c70b4c16,6704575867cca0e62fb6ddea,"In 1776, the founding fathers brought forth a new nation, conceived in liberty, and dedicated to the proposition that all men are created equal. Today, each of us as individuals must strive to uphold that ideal, and ensure that that government of the people, by the people, for the people, shall not perish from the Earth.","We need a national ban on gerrymandering: the process of politicians redrawing legislative districts to unfairly advantage their party. In a democracy, voters are supposed to pick the politicians — not the other way around.","We should only use paper ballots for our elections. Right now, some states use electronic voting machines, where election results can be manipulated. Paper ballots are safe from hacking and can be hand-counted, reducing fraud.",The problem with our politics is the two-party duopoly that robs voters of a real choice. Independents are the fastest-growing group of voters because Americans are fed up with the existing options. We need a third party that can represent them.,Conservative judges,Racism,Election fraud,Attempts to overturn elections,4,0.4444444444444444,"QID18,QID54,QID55,QID56"
2347,407,1,2024-10-07,33,-94,anonymous,EN,1,2,3,1,1,2,5,4,2,NA,2,2,4,4,2,NA,NA,NA,2,3,4,4,1,1,2,2,5,5,5,NA,NA,4,2,NA,4,NA,NA,3,NA,NA,NA,NA,NA,NA,5,3,NA,2,4,NA,NA,4,NA,NA,NA,NA,1,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1,5,NA,2,2,NA,NA,1,NA,NA,2,2,2,1,1,1,1,1,1,1,1,1,1,2,1,5fd67cce91f9895969c0edee,6704414f026babc0c70b4c16,6704577ba96714b3f5d13c9b,"The biggest problem in politics is extremism, on both sides. Both parties have been captured by activists who are out of touch with the public and only want to push their own ideological agendas. Politicians need to be more moderate like most Americans are.","We need to enact a universal voter ID law, requiring all Americans to show a valid ID before voting in any federal election. This ensures that only citizens are voting which guards against fraud, and ensures trust in the democratic process.","We need to make Election Day a national holiday. Right now, Election Day is the first Tuesday of November. But not everyone can take the time away from work or taking care of kids, and their voices deserve to be heard too.","We need new leadership. The leaders of both parties have been in office too long, and they’ve proven themselves either incapable of or unwilling to solve problems. It’s time for some fresh faces from a new generation.",Immigration bringing in new voters who don’t share American values,Racism,Partisanship,The Electoral College,1,0.1111111111111111,QID54
2348,2105,1,2024-10-07,39,-77,anonymous,EN,1,2,2,1,1,2,5,2,1,NA,1,3,2,4,1,NA,NA,NA,2,3,1,3,4,4,3,4,5,3,3,NA,1,1,NA,4,NA,NA,2,NA,4,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,2,NA,3,3,NA,3,NA,NA,3,NA,3,NA,NA,NA,NA,NA,NA,3,3,NA,3,NA,NA,NA,NA,3,4,2,2,3,1,2,1,4,3,2,1,1,1,1,2,66a236606f819233fef074b1,66da270a6acf8cbd58dc85fe,670450bf118314c3754bee41,"The biggest problem in politics is extremism, on both sides. Both parties have been captured by activists who are out of touch with the public and only want to push their own ideological agendas. Politicians need to be more moderate like most Americans are.","We need term limits for Congress. We don’t need career politicians staying in office for decades, twelve years is long enough — that’s two terms for senators and six terms for representatives.","We need to prosecute the politicians who supported — and rioters who took part in — the January 6th insurrection. Trying to steal an election is unacceptable and un-American, and any politician who tried to do so must be disqualified from ever holding office again.","In 1776, the founding fathers brought forth a new nation, conceived in liberty, and dedicated to the proposition that all men are created equal. Today, each of us as individuals must strive to uphold that ideal, and ensure that that government of the people, by the people, for the people, shall not perish from the Earth.",Lack of patriotism,Our democracy is not really under threat,Economic inequality,Left-wing extremism,3,0.3333333333333333,"QID54,QID55,QID56"
2349,52,1,2024-10-07,43,-78,anonymous,EN,1,2,3,1,5,1,3,1,3,3,4,5,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5f929fc48b8c2f1d0179fed7,66da270a6acf8cbd58dc85fe,670458f1c8bfd5b66a59ceef,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA
2350,458,1,2024-10-07,41,-74,anonymous,EN,1,2,4,1,1,1,5,5,2,NA,3,2,5,4,7,write-in,6,write-in,4,4,4,4,2,4,3,3,5,5,5,NA,1,3,NA,NA,4,NA,NA,2,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,3,3,NA,NA,2,1,NA,NA,1,NA,NA,2,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,1,1,NA,1,2,2,1,1,1,1,1,1,1,2,2,1,2,1,63e630188c3e4ac4a92b1ff5,6704414f026babc0c70b4c16,6704573d2dd1da5b1156582f,"We need to restore the 1965 Voting Rights Act. Across the country, voting rights are under threat as politicians use voter suppression tactics to disenfranchise minority voters and violate their 15th Amendment right to vote.","We need to ban members of Congress from trading individual stocks and bonds. Members of Congress are already paid over $170,000 per year, almost triple the median income. Elected officials should serve the public interest — not enrich themselves with insider trading.","It is time to take election fraud seriously. Whether it is foreign governments trying to influence our elections or non-citizens casting ballots, we need to take concrete steps to crack down on election interference and make sure that only eligible citizens vote in our elections.","Our system of government isn’t perfect, but most changes would make it worse, not better. Lots of proposals sound great on paper, but we don’t know how they’d play out in reality. Our current system is what the founders envisioned, and we shouldn’t second-guess the wisdom of their design.",Conservative judges,Having only two political parties,Our democracy is not really under threat,Racism,1,0.1111111111111111,QID18
2351,532,1,2024-10-07,42,-88,anonymous,EN,1,2,2,2,1,4,6,1,1,NA,4,2,5,4,1,NA,NA,NA,4,3,2,1,4,1,1,1,5,5,5,NA,4,NA,1,NA,2,NA,NA,NA,NA,4,NA,NA,NA,1,NA,1,NA,2,NA,1,2,NA,NA,NA,NA,2,NA,1,NA,1,NA,NA,NA,NA,2,NA,NA,NA,1,NA,1,NA,2,NA,4,2,NA,NA,NA,2,2,4,4,4,1,4,4,1,4,1,2,2,1,1,65ce90640fc477060a80dbc7,66da270a6acf8cbd58dc85fe,6704570206bdf08cd65047fd,"We need to switch to electing the president by national popular vote. The Electoral College is undemocratic — two of the last four presidents lost the popular vote, and the system lets candidates ignore over 80% of voters. It goes against America’s fundamental promise: government of, by, and for the people.","The Constitution is meant to be a living document, that American citizens adapt and modify to keep up with changing times. But these days, it’s just too hard to change. We need to make it easier to amend the Constitution so it can better address current problems.","We should make Washington, DC, and Puerto Rico into states. Right now, residents of both are US citizens but don’t have a say in Congress. Taxation without representation? That’s not what America is about.","In 1776, the founding fathers brought forth a new nation, conceived in liberty, and dedicated to the proposition that all men are created equal. Today, each of us as individuals must strive to uphold that ideal, and ensure that that government of the people, by the people, for the people, shall not perish from the Earth.",The Electoral College,Having only two political parties,Lack of patriotism,Left-wing extremism,0,0,NA
2352,58,1,2024-10-07,36,-80,anonymous,EN,1,2,2,2,4,2,3,3,3,3,4,3,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65ca7f4333ea8ce51aad6b3d,66da270a6acf8cbd58dc85fe,670458d808ee150021cceb45,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA
2353,368,1,2024-10-07,33,-117,anonymous,EN,1,2,2,1,1,1,5,6,3,1,1,3,4,4,6,NA,1,NA,4,4,3,2,3,2,1,1,5,3,5,1,NA,1,NA,1,NA,NA,NA,NA,2,NA,5,NA,NA,NA,NA,3,NA,NA,4,4,NA,NA,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA,3,NA,NA,1,2,NA,NA,NA,2,4,4,2,1,1,1,1,4,2,4,1,1,2,2,2,6533cda31746894c5e981a84,66da270a6acf8cbd58dc85fe,670457b9940a40e89f184317,"The problem with our politics is that primary elections are decided by a minority of ideologically extreme partisans. Instead, we should have all candidates run in the same primary, regardless of party affiliation, and then have a runoff between the top two. This will lead to more moderate politicians.","The Constitution is meant to be a living document, that American citizens adapt and modify to keep up with changing times. But these days, it’s just too hard to change. We need to make it easier to amend the Constitution so it can better address current problems.","We need to make Election Day a national holiday. Right now, Election Day is the first Tuesday of November. But not everyone can take the time away from work or taking care of kids, and their voices deserve to be heard too.","We need a national ban on gerrymandering: the process of politicians redrawing legislative districts to unfairly advantage their party. In a democracy, voters are supposed to pick the politicians — not the other way around.",Extremism from both sides equally,Left-wing extremism,Our democracy is not really under threat,Immigration bringing in new voters who don’t share American values,2,0.2222222222222222,"QID50,QID54"
2354,720,1,2024-10-07,33,-112,anonymous,EN,1,2,4,2,1,1,5,1,2,NA,4,2,4,4,2,NA,NA,NA,1,1,4,4,2,1,1,2,5,5,5,NA,NA,4,4,4,NA,NA,NA,2,NA,2,NA,4,NA,NA,NA,NA,1,NA,3,1,NA,NA,NA,NA,NA,NA,1,1,4,NA,NA,NA,2,NA,2,NA,1,NA,NA,NA,NA,2,NA,1,2,NA,NA,NA,NA,1,2,2,1,1,1,1,4,2,1,2,2,1,2,1,5e2926d80beb030ede110e67,6704414f026babc0c70b4c16,67045652f176bcc64eb7a775,"We need to overturn Citizens United, a 2010 Supreme Court case that struck down campaign contribution limits for corporations. The wealthy have too much influence in politics, and corporations making unlimited donations to candidates is just legalized corruption.","The biggest problem in politics is extremism, on both sides. Both parties have been captured by activists who are out of touch with the public and only want to push their own ideological agendas. Politicians need to be more moderate like most Americans are.","We need to restore the 1965 Voting Rights Act. Across the country, voting rights are under threat as politicians use voter suppression tactics to disenfranchise minority voters and violate their 15th Amendment right to vote.","We need to prosecute the politicians who supported — and rioters who took part in — the January 6th insurrection. Trying to steal an election is unacceptable and un-American, and any politician who tried to do so must be disqualified from ever holding office again.",Economic inequality,Lack of patriotism,Extremism from both sides equally,Racism,1,0.1111111111111111,QID50
2355,253,1,2024-10-07,42,-88,anonymous,EN,1,2,2,2,1,2,4,3,3,1,1,3,4,4,1,NA,NA,NA,2,1,2,3,3,1,2,1,5,3,5,NA,4,1,NA,NA,1,NA,NA,3,NA,NA,3,NA,NA,NA,2,NA,NA,3,NA,1,NA,NA,4,NA,NA,2,1,NA,NA,1,NA,NA,1,NA,NA,3,NA,NA,NA,2,NA,NA,3,NA,2,NA,NA,2,NA,4,2,2,3,3,2,2,4,2,2,1,2,2,1,1,5e6d9c5f076d2c3654541543,6704414f026babc0c70b4c16,6704582c76232857449f7cb9,"We need new leadership. The leaders of both parties have been in office too long, and they’ve proven themselves either incapable of or unwilling to solve problems. It’s time for some fresh faces from a new generation.","We need term limits for Congress. We don’t need career politicians staying in office for decades, twelve years is long enough — that’s two terms for senators and six terms for representatives.","The pundits like to slice and dice our country into red states and blue states. But there is not a liberal America and a conservative America, there is the United States of America. We need to move past the division spread by politicians and the media and come together as one country.","We need to expand the number of justices in the Supreme Court. Right now, the unelected conservative majority on the Court is taking away people's rights and forcing extreme rulings on the country. New justices would restore balance to the Court’s rulings.",Voter ignorance of how our government works,Having only two political parties,Voter ID laws,Partisanship,0,0,NA
